location,indicator,subject,measure,frequency,time,value
CAN,MEATCONSUMP,POULTRY,THND_TONNE,A,1990,764.269755
EGY,MEATCONSUMP,PIG,KG_CAP,A,1996,0.0341761849408616
AUS,MEATCONSUMP,PIG,THND_TONNE,A,2012,603.019671
PRY,MEATCONSUMP,PIG,THND_TONNE,A,1997,118.068100793457
BRICS,MEATCONSUMP,POULTRY,THND_TONNE,A,2020,41093.4831503608
TUR,MEATCONSUMP,BEEF,KG_CAP,A,2024,9.2962156824054
ISR,MEATCONSUMP,POULTRY,KG_CAP,A,2014,61.7825197898504
PER,MEATCONSUMP,BEEF,KG_CAP,A,2007,4.26051109460077
PRY,MEATCONSUMP,PIG,KG_CAP,A,1999,18.1108828558965
ZAF,MEATCONSUMP,SHEEP,KG_CAP,A,2007,3.67119738679105
BRA,MEATCONSUMP,BEEF,KG_CAP,A,2022,24.6511947059222
ZAF,MEATCONSUMP,PIG,THND_TONNE,A,2015,249.715081079102
KOR,MEATCONSUMP,PIG,KG_CAP,A,2008,24.1611035010324
PER,MEATCONSUMP,POULTRY,THND_TONNE,A,2028,2019.52428711173
UKR,MEATCONSUMP,SHEEP,THND_TONNE,A,2016,13.4030998779297
EGY,MEATCONSUMP,BEEF,KG_CAP,A,2024,8.49456069553931
THA,MEATCONSUMP,PIG,KG_CAP,A,1993,6.11581972008402
VNM,MEATCONSUMP,SHEEP,THND_TONNE,A,2000,4.82510028610229
EGY,MEATCONSUMP,SHEEP,KG_CAP,A,2000,1.58599306761447
ISR,MEATCONSUMP,BEEF,THND_TONNE,A,2028,284.960409981895
IND,MEATCONSUMP,BEEF,THND_TONNE,A,1994,2075.35996328125
CHL,MEATCONSUMP,PIG,KG_CAP,A,1997,10.5221355750795
THA,MEATCONSUMP,BEEF,KG_CAP,A,1995,4.22439610733111
EU27,MEATCONSUMP,PIG,KG_CAP,A,2023,35.1747338699862
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2015,32.6267255181398
BRICS,MEATCONSUMP,POULTRY,THND_TONNE,A,2000,20682.3830618855
OECD,MEATCONSUMP,BEEF,KG_CAP,A,2007,15.6331915669449
WLD,MEATCONSUMP,SHEEP,KG_CAP,A,2019,1.72625965283635
RUS,MEATCONSUMP,SHEEP,KG_CAP,A,2017,1.39720841950778
IDN,MEATCONSUMP,BEEF,THND_TONNE,A,2013,607.251137597656
IND,MEATCONSUMP,PIG,KG_CAP,A,1992,0.382667239846625
EGY,MEATCONSUMP,PIG,THND_TONNE,A,2024,1.02341730373078
IDN,MEATCONSUMP,PIG,THND_TONNE,A,2012,233.046105249023
NZL,MEATCONSUMP,SHEEP,KG_CAP,A,2002,20.6071732203776
SAU,MEATCONSUMP,PIG,THND_TONNE,A,2019,21.8001011444092
ETH,MEATCONSUMP,BEEF,KG_CAP,A,2003,3.26426492521682
RUS,MEATCONSUMP,POULTRY,THND_TONNE,A,2017,5107.994346
AUS,MEATCONSUMP,POULTRY,THND_TONNE,A,2022,1314.83728783644
MEX,MEATCONSUMP,POULTRY,THND_TONNE,A,1998,1799.8601
MYS,MEATCONSUMP,SHEEP,KG_CAP,A,2009,0.655124653334847
KOR,MEATCONSUMP,SHEEP,KG_CAP,A,2022,0.314165930832655
COL,MEATCONSUMP,BEEF,KG_CAP,A,2008,11.9115187663199
RUS,MEATCONSUMP,PIG,THND_TONNE,A,2004,2171.142087
PHL,MEATCONSUMP,BEEF,KG_CAP,A,2013,2.82895758250796
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2023,0.922040819551859
PER,MEATCONSUMP,BEEF,THND_TONNE,A,2011,183.956108911133
SAU,MEATCONSUMP,PIG,KG_CAP,A,2000,0.0788891000178024
PAK,MEATCONSUMP,SHEEP,THND_TONNE,A,2021,489.689710317672
IND,MEATCONSUMP,SHEEP,THND_TONNE,A,2010,759.717079980469
SAU,MEATCONSUMP,POULTRY,THND_TONNE,A,2022,1335.11857904763
ETH,MEATCONSUMP,PIG,THND_TONNE,A,2001,1.53710006008148
EGY,MEATCONSUMP,SHEEP,THND_TONNE,A,2021,130.715637697045
GBR,MEATCONSUMP,PIG,KG_CAP,A,2010,16.6783015234324
NGA,MEATCONSUMP,SHEEP,THND_TONNE,A,1999,311.992104394531
WLD,MEATCONSUMP,PIG,KG_CAP,A,2001,11.4400457294288
RUS,MEATCONSUMP,POULTRY,THND_TONNE,A,1993,1456.2221
BRICS,MEATCONSUMP,PIG,KG_CAP,A,1990,7.93292242009903
IRN,MEATCONSUMP,SHEEP,THND_TONNE,A,2023,399.002664738571
ISR,MEATCONSUMP,SHEEP,KG_CAP,A,1997,1.0704147875991
ARG,MEATCONSUMP,SHEEP,KG_CAP,A,2026,0.972135567178493
EU27,MEATCONSUMP,POULTRY,THND_TONNE,A,1999,0.0001
EU27,MEATCONSUMP,BEEF,KG_CAP,A,2020,10.6209874281924
TUR,MEATCONSUMP,SHEEP,KG_CAP,A,2017,4.37558700299158
NOR,MEATCONSUMP,PIG,KG_CAP,A,2014,19.8904439837046
PRY,MEATCONSUMP,PIG,THND_TONNE,A,1995,130.159096582031
EU27,MEATCONSUMP,SHEEP,KG_CAP,A,2022,1.42476621680423
AUS,MEATCONSUMP,BEEF,KG_CAP,A,2025,18.141724114592
THA,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.0130658281237618
CHL,MEATCONSUMP,SHEEP,KG_CAP,A,2025,0.410051764158834
PRY,MEATCONSUMP,POULTRY,KG_CAP,A,2012,5.78168668002435
NZL,MEATCONSUMP,SHEEP,KG_CAP,A,2019,4.58328977052522
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.930740317317813
CHE,MEATCONSUMP,SHEEP,KG_CAP,A,2028,1.11425720648188
IDN,MEATCONSUMP,POULTRY,THND_TONNE,A,2014,1974.959084375
CHL,MEATCONSUMP,PIG,KG_CAP,A,1992,7.50073338422696
PER,MEATCONSUMP,PIG,KG_CAP,A,1994,2.57935743718944
AUS,MEATCONSUMP,PIG,KG_CAP,A,2020,22.6401251608253
MYS,MEATCONSUMP,POULTRY,KG_CAP,A,2013,43.6102170848182
SAU,MEATCONSUMP,BEEF,THND_TONNE,A,1996,67.1451042724609
ISR,MEATCONSUMP,PIG,THND_TONNE,A,2027,14.9981001449585
CAN,MEATCONSUMP,BEEF,THND_TONNE,A,2015,907.5101
PAK,MEATCONSUMP,SHEEP,KG_CAP,A,2019,2.05253707731376
CHN,MEATCONSUMP,SHEEP,THND_TONNE,A,2007,3801.7432640625
CHE,MEATCONSUMP,PIG,THND_TONNE,A,2013,249.460155366751
MEX,MEATCONSUMP,PIG,KG_CAP,A,2018,13.451457127939
PER,MEATCONSUMP,SHEEP,KG_CAP,A,2007,1.26028190563221
BRICS,MEATCONSUMP,SHEEP,THND_TONNE,A,2004,4427.33025316542
AUS,MEATCONSUMP,PIG,KG_CAP,A,1996,14.4125871773731
KAZ,MEATCONSUMP,SHEEP,THND_TONNE,A,2018,171.858101708984
WLD,MEATCONSUMP,SHEEP,THND_TONNE,A,2023,15958.6965828564
KOR,MEATCONSUMP,SHEEP,KG_CAP,A,2016,0.242057554229511
PER,MEATCONSUMP,SHEEP,THND_TONNE,A,2012,41.5530975891113
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2000,25.985299314563
MEX,MEATCONSUMP,POULTRY,THND_TONNE,A,1997,1609.5631
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2023,44.5113703338862
THA,MEATCONSUMP,BEEF,THND_TONNE,A,2017,128.831093652344
VNM,MEATCONSUMP,BEEF,KG_CAP,A,2025,11.0051548855563
THA,MEATCONSUMP,POULTRY,THND_TONNE,A,1995,812.460121972656
RUS,MEATCONSUMP,BEEF,KG_CAP,A,2008,14.332037912323
USA,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.495208093307418
PRY,MEATCONSUMP,BEEF,THND_TONNE,A,1991,175.617089135742
CAN,MEATCONSUMP,BEEF,THND_TONNE,A,2001,992.5601
NOR,MEATCONSUMP,BEEF,KG_CAP,A,2003,13.2448726923312
ETH,MEATCONSUMP,POULTRY,THND_TONNE,A,2028,16.612925118339
CHL,MEATCONSUMP,POULTRY,KG_CAP,A,2010,29.0384139796384
KOR,MEATCONSUMP,BEEF,THND_TONNE,A,1997,500.748693497099
EU27,MEATCONSUMP,BEEF,THND_TONNE,A,2004,7477.46935267655
WLD,MEATCONSUMP,BEEF,KG_CAP,A,2023,6.46636950323996
UKR,MEATCONSUMP,POULTRY,KG_CAP,A,2024,24.5210491025982
COL,MEATCONSUMP,PIG,KG_CAP,A,2012,6.10008168760934
MYS,MEATCONSUMP,PIG,THND_TONNE,A,2016,219.63308034668
KOR,MEATCONSUMP,POULTRY,THND_TONNE,A,2013,822.703129632568
ZAF,MEATCONSUMP,BEEF,THND_TONNE,A,2018,1004.19712148438
THA,MEATCONSUMP,POULTRY,THND_TONNE,A,2002,685.016091210938
CHN,MEATCONSUMP,BEEF,THND_TONNE,A,2015,6708.26090322266
USA,MEATCONSUMP,PIG,THND_TONNE,A,2006,8640.94502474894
UKR,MEATCONSUMP,BEEF,THND_TONNE,A,2026,320.398136078777
IDN,MEATCONSUMP,BEEF,KG_CAP,A,1991,1.18843384791429
NZL,MEATCONSUMP,SHEEP,KG_CAP,A,2028,4.13979282602193
BRA,MEATCONSUMP,PIG,THND_TONNE,A,2013,2971.84969407
GBR,MEATCONSUMP,POULTRY,KG_CAP,A,2010,24.6934225731132
COL,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.290691539363365
NGA,MEATCONSUMP,PIG,THND_TONNE,A,2024,288.240789410243
UKR,MEATCONSUMP,BEEF,KG_CAP,A,2020,5.03284139539794
UKR,MEATCONSUMP,PIG,THND_TONNE,A,2011,802.702126367188
NZL,MEATCONSUMP,PIG,KG_CAP,A,1993,11.5933719446119
MEX,MEATCONSUMP,SHEEP,KG_CAP,A,2009,0.588630456020557
NOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2025,28.9453865805504
COL,MEATCONSUMP,BEEF,KG_CAP,A,2025,11.6058073856236
OECD,MEATCONSUMP,POULTRY,THND_TONNE,A,2004,35129.3658105751
ZAF,MEATCONSUMP,POULTRY,THND_TONNE,A,2024,2475.44015941383
EU27,MEATCONSUMP,POULTRY,KG_CAP,A,2028,24.2250049620477
RUS,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.818337697040269
BRICS,MEATCONSUMP,PIG,THND_TONNE,A,2018,62733.5939980063
NOR,MEATCONSUMP,POULTRY,KG_CAP,A,2009,14.9197191541063
NZL,MEATCONSUMP,SHEEP,KG_CAP,A,2001,27.0605666974024
ETH,MEATCONSUMP,POULTRY,THND_TONNE,A,2016,13.1360996795654
EGY,MEATCONSUMP,PIG,KG_CAP,A,2014,0.0043760676959867
MEX,MEATCONSUMP,POULTRY,THND_TONNE,A,2004,2653.240351253
NZL,MEATCONSUMP,BEEF,THND_TONNE,A,2016,83.4015190107317
VNM,MEATCONSUMP,BEEF,KG_CAP,A,2019,9.45751420873198
CAN,MEATCONSUMP,PIG,THND_TONNE,A,2011,741.3029
COL,MEATCONSUMP,SHEEP,THND_TONNE,A,2010,10.8710993362427
BRICS,MEATCONSUMP,PIG,KG_CAP,A,1999,12.5561392783695
NZL,MEATCONSUMP,BEEF,KG_CAP,A,2011,16.5226977916615
IDN,MEATCONSUMP,PIG,KG_CAP,A,2014,0.932651545002965
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.350895831594294
ZAF,MEATCONSUMP,PIG,THND_TONNE,A,2003,171.154106958008
MYS,MEATCONSUMP,POULTRY,THND_TONNE,A,2020,1843.2566566352
ARG,MEATCONSUMP,POULTRY,THND_TONNE,A,1999,954.82259870048
CHN,MEATCONSUMP,POULTRY,THND_TONNE,A,1992,4479.74807821045
AUS,MEATCONSUMP,PIG,KG_CAP,A,2007,19.7075878536076
THA,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.030011663770159
PAK,MEATCONSUMP,POULTRY,KG_CAP,A,2013,4.46495704643821
ZAF,MEATCONSUMP,PIG,THND_TONNE,A,2028,309.754241140558
CHN,MEATCONSUMP,SHEEP,THND_TONNE,A,1995,1745.15012441406
CAN,MEATCONSUMP,SHEEP,THND_TONNE,A,2024,40.4803271083274
TUR,MEATCONSUMP,PIG,KG_CAP,A,2014,1.9239101469e-06
IRN,MEATCONSUMP,POULTRY,THND_TONNE,A,2006,1356.26413808594
IDN,MEATCONSUMP,BEEF,THND_TONNE,A,2009,532.395058496094
KOR,MEATCONSUMP,POULTRY,KG_CAP,A,2017,17.1956953741818
KOR,MEATCONSUMP,BEEF,KG_CAP,A,2022,11.2835773579548
PRY,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.507495229512727
IRN,MEATCONSUMP,SHEEP,KG_CAP,A,2000,5.79905591233045
GBR,MEATCONSUMP,POULTRY,THND_TONNE,A,2012,1806.690096
OECD,MEATCONSUMP,POULTRY,KG_CAP,A,2000,23.0850820163276
ARG,MEATCONSUMP,POULTRY,THND_TONNE,A,1991,333.8001
PER,MEATCONSUMP,SHEEP,THND_TONNE,A,1991,29.2351006103516
SAU,MEATCONSUMP,POULTRY,THND_TONNE,A,2026,1445.12663072514
MEX,MEATCONSUMP,POULTRY,THND_TONNE,A,2011,3369.904580163
KAZ,MEATCONSUMP,BEEF,KG_CAP,A,2019,19.4713571923728
TUR,MEATCONSUMP,PIG,THND_TONNE,A,2017,0.0001900000013643
VNM,MEATCONSUMP,POULTRY,THND_TONNE,A,2006,473.363106591797
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2019,3.17685183227464
TUR,MEATCONSUMP,PIG,THND_TONNE,A,1996,0.110099880194664
IRN,MEATCONSUMP,SHEEP,KG_CAP,A,2006,5.38658152289378
ETH,MEATCONSUMP,POULTRY,KG_CAP,A,2009,0.519421669715081
PAK,MEATCONSUMP,BEEF,THND_TONNE,A,2010,1453.21701894531
PER,MEATCONSUMP,PIG,KG_CAP,A,2010,3.19070144187827
PAK,MEATCONSUMP,PIG,KG_CAP,A,2000,1.0698562705e-06
CHN,MEATCONSUMP,POULTRY,THND_TONNE,A,2025,20917.8472038893
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1992,12.1028940624773
CAN,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.972840537278036
USA,MEATCONSUMP,PIG,KG_CAP,A,2001,22.9680899585688
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2017,33.5540689461262
ETH,MEATCONSUMP,PIG,KG_CAP,A,2019,0.0146179728311529
RUS,MEATCONSUMP,POULTRY,KG_CAP,A,1993,8.63345411485212
ARG,MEATCONSUMP,PIG,THND_TONNE,A,2006,298.7101
EGY,MEATCONSUMP,POULTRY,KG_CAP,A,2028,13.7848682042024
COL,MEATCONSUMP,SHEEP,THND_TONNE,A,2009,11.960100038147
JPN,MEATCONSUMP,PIG,KG_CAP,A,2002,14.3339208275487
CHE,MEATCONSUMP,POULTRY,KG_CAP,A,2003,12.5071287756651
PER,MEATCONSUMP,POULTRY,KG_CAP,A,1996,14.0945439011078
RUS,MEATCONSUMP,PIG,KG_CAP,A,2026,21.6343966167103
MYS,MEATCONSUMP,PIG,THND_TONNE,A,2000,173.054100854492
CHE,MEATCONSUMP,SHEEP,KG_CAP,A,2014,1.32895302377028
KAZ,MEATCONSUMP,SHEEP,KG_CAP,A,2004,5.81440876846963
BRA,MEATCONSUMP,BEEF,KG_CAP,A,2011,25.7506944861464
BRA,MEATCONSUMP,BEEF,THND_TONNE,A,1993,4663.66360995149
WLD,MEATCONSUMP,PIG,THND_TONNE,A,2022,123526.981899385
PAK,MEATCONSUMP,BEEF,THND_TONNE,A,2005,1004.26810537109
WLD,MEATCONSUMP,SHEEP,KG_CAP,A,1991,1.28061560972088
IDN,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.451564415198043
ARG,MEATCONSUMP,POULTRY,KG_CAP,A,2000,22.7870228437051
GBR,MEATCONSUMP,POULTRY,THND_TONNE,A,1991,0.0001
NOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2009,25.4691001329918
AUS,MEATCONSUMP,BEEF,THND_TONNE,A,2011,749.7841649175
EU27,MEATCONSUMP,SHEEP,KG_CAP,A,1994,2.071036402e-07
KOR,MEATCONSUMP,BEEF,THND_TONNE,A,2024,854.011159846984
IRN,MEATCONSUMP,SHEEP,THND_TONNE,A,1991,409.0001
PER,MEATCONSUMP,PIG,KG_CAP,A,2025,4.57434682085725
ISR,MEATCONSUMP,PIG,THND_TONNE,A,2028,14.9981001449585
NZL,MEATCONSUMP,BEEF,THND_TONNE,A,2026,81.0467890569465
IND,MEATCONSUMP,PIG,THND_TONNE,A,2018,300.895089013672
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2017,3.07389619691583
NOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2007,26.4491004265797
OECD,MEATCONSUMP,POULTRY,KG_CAP,A,2025,31.3924971041135
COL,MEATCONSUMP,SHEEP,THND_TONNE,A,2006,11.6671007705688
CAN,MEATCONSUMP,POULTRY,THND_TONNE,A,1994,873.856775
JPN,MEATCONSUMP,PIG,THND_TONNE,A,2023,2648.73523580146
IND,MEATCONSUMP,BEEF,THND_TONNE,A,1991,2059.27500234375
ETH,MEATCONSUMP,PIG,THND_TONNE,A,2005,1.73510001430511
GBR,MEATCONSUMP,SHEEP,KG_CAP,A,2026,4.12512742182541
USA,MEATCONSUMP,BEEF,THND_TONNE,A,2010,12032.3204091689
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.547109000706652
MEX,MEATCONSUMP,POULTRY,THND_TONNE,A,1992,981.2291
EU27,MEATCONSUMP,PIG,THND_TONNE,A,1994,0.0001
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2013,19.8356049177582
PER,MEATCONSUMP,SHEEP,KG_CAP,A,2023,1.04646602042799
EU27,MEATCONSUMP,POULTRY,THND_TONNE,A,2005,9196.60362576147
KAZ,MEATCONSUMP,POULTRY,THND_TONNE,A,1994,81.1700981689453
KAZ,MEATCONSUMP,SHEEP,KG_CAP,A,2026,9.03239073074223
WLD,MEATCONSUMP,POULTRY,KG_CAP,A,1996,7.02006435338913
PAK,MEATCONSUMP,POULTRY,THND_TONNE,A,2009,661.419106347656
WLD,MEATCONSUMP,BEEF,KG_CAP,A,1999,5.82645915770067
NGA,MEATCONSUMP,PIG,THND_TONNE,A,2022,283.974852468092
THA,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.0426175145567948
MYS,MEATCONSUMP,SHEEP,KG_CAP,A,2025,1.25069301984319
JPN,MEATCONSUMP,PIG,KG_CAP,A,2026,16.7394768709847
EU27,MEATCONSUMP,BEEF,KG_CAP,A,2013,10.3071867594241
CHL,MEATCONSUMP,BEEF,KG_CAP,A,1999,15.4013995716247
OECD,MEATCONSUMP,POULTRY,THND_TONNE,A,1998,19394.8266115577
CHL,MEATCONSUMP,PIG,THND_TONNE,A,2016,419.327095849609
CHE,MEATCONSUMP,PIG,KG_CAP,A,2028,22.1704434383398
CHN,MEATCONSUMP,SHEEP,THND_TONNE,A,1992,1248.40000234375
CHN,MEATCONSUMP,POULTRY,THND_TONNE,A,2028,21576.1867183918
IDN,MEATCONSUMP,PIG,KG_CAP,A,1992,2.43530673173821
MYS,MEATCONSUMP,BEEF,KG_CAP,A,2004,5.2094383214083
CHE,MEATCONSUMP,POULTRY,THND_TONNE,A,2023,146.143269615004
MYS,MEATCONSUMP,PIG,KG_CAP,A,2028,5.1873014319103
PER,MEATCONSUMP,PIG,KG_CAP,A,2001,2.77188890732605
PAK,MEATCONSUMP,SHEEP,THND_TONNE,A,2002,491.214089257813
PRY,MEATCONSUMP,POULTRY,KG_CAP,A,2008,5.52075430433342
KAZ,MEATCONSUMP,PIG,KG_CAP,A,2012,6.93419139997557
UKR,MEATCONSUMP,BEEF,THND_TONNE,A,1996,796.546120507813
IND,MEATCONSUMP,POULTRY,KG_CAP,A,2028,3.08561438858515
CHN,MEATCONSUMP,BEEF,KG_CAP,A,2014,3.25314940986437
MEX,MEATCONSUMP,POULTRY,THND_TONNE,A,1996,1394.1981
IDN,MEATCONSUMP,SHEEP,THND_TONNE,A,2000,78.8571022583008
SAU,MEATCONSUMP,PIG,THND_TONNE,A,2020,21.8001011444092
CHL,MEATCONSUMP,BEEF,KG_CAP,A,2015,17.4455794185008
PAK,MEATCONSUMP,PIG,THND_TONNE,A,2009,0.0150999996647239
AUS,MEATCONSUMP,SHEEP,KG_CAP,A,2016,8.55472675043961
SAU,MEATCONSUMP,SHEEP,KG_CAP,A,2009,4.32499967078574
IDN,MEATCONSUMP,PIG,KG_CAP,A,1997,2.43811671225225
KOR,MEATCONSUMP,POULTRY,THND_TONNE,A,2024,1140.34044164173
GBR,MEATCONSUMP,POULTRY,THND_TONNE,A,2026,2263.61854446625
KOR,MEATCONSUMP,BEEF,THND_TONNE,A,2027,880.379331941239
PHL,MEATCONSUMP,SHEEP,THND_TONNE,A,2018,61.7601021362305
EU27,MEATCONSUMP,BEEF,KG_CAP,A,2024,10.4407485442778
JPN,MEATCONSUMP,BEEF,KG_CAP,A,2009,6.49115778920567
PRY,MEATCONSUMP,POULTRY,THND_TONNE,A,2015,43.9661034179688
ETH,MEATCONSUMP,PIG,KG_CAP,A,2027,0.0150028300004907
NZL,MEATCONSUMP,PIG,KG_CAP,A,2005,15.0384880730191
ARG,MEATCONSUMP,POULTRY,KG_CAP,A,2022,38.3426660102583
COL,MEATCONSUMP,BEEF,KG_CAP,A,1993,11.6273155561381
CHN,MEATCONSUMP,SHEEP,KG_CAP,A,2001,1.84369245401294
NZL,MEATCONSUMP,BEEF,THND_TONNE,A,1996,154.30715282898
PAK,MEATCONSUMP,PIG,KG_CAP,A,1999,1.78574624016e-05
BRICS,MEATCONSUMP,BEEF,KG_CAP,A,1991,2.48018081666814
CHE,MEATCONSUMP,PIG,THND_TONNE,A,1996,236.506107454638
CHL,MEATCONSUMP,PIG,KG_CAP,A,1995,9.33210674532842
NZL,MEATCONSUMP,SHEEP,THND_TONNE,A,2008,65.7737006563627
EGY,MEATCONSUMP,BEEF,KG_CAP,A,2002,7.86772243068556
ZAF,MEATCONSUMP,SHEEP,THND_TONNE,A,1994,196.400093896484
PRY,MEATCONSUMP,BEEF,THND_TONNE,A,1990,85.8420876098633
UKR,MEATCONSUMP,PIG,KG_CAP,A,2002,9.79365159130151
IRN,MEATCONSUMP,POULTRY,KG_CAP,A,2012,21.8286116169158
IDN,MEATCONSUMP,PIG,KG_CAP,A,2012,0.730366440916428
CHN,MEATCONSUMP,PIG,KG_CAP,A,2025,31.4281952715217
COL,MEATCONSUMP,BEEF,KG_CAP,A,2013,12.1234038504999
RUS,MEATCONSUMP,SHEEP,KG_CAP,A,2026,1.5239021631719
PAK,MEATCONSUMP,POULTRY,THND_TONNE,A,1993,269.290108544922
PAK,MEATCONSUMP,POULTRY,THND_TONNE,A,2014,1009.93210683594
NOR,MEATCONSUMP,SHEEP,KG_CAP,A,2008,5.32807131867991
GBR,MEATCONSUMP,SHEEP,THND_TONNE,A,1990,0.0001
MEX,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.69462851143849
ETH,MEATCONSUMP,POULTRY,KG_CAP,A,1997,0.523875819892618
RUS,MEATCONSUMP,POULTRY,KG_CAP,A,2008,26.9954312767719
CHL,MEATCONSUMP,SHEEP,THND_TONNE,A,1994,12.593099458313
RUS,MEATCONSUMP,SHEEP,KG_CAP,A,1994,1.88155594443584
MYS,MEATCONSUMP,PIG,KG_CAP,A,2012,6.01802182271794
IRN,MEATCONSUMP,SHEEP,THND_TONNE,A,2025,402.831627625217
PRY,MEATCONSUMP,POULTRY,KG_CAP,A,2020,5.26430137360326
ISR,MEATCONSUMP,SHEEP,KG_CAP,A,2019,1.60297405926842
BRICS,MEATCONSUMP,POULTRY,THND_TONNE,A,2024,42860.1883160825
ETH,MEATCONSUMP,PIG,KG_CAP,A,1997,0.0169120707099348
THA,MEATCONSUMP,PIG,KG_CAP,A,1994,6.46097320502604
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2026,34.5240722811606
MEX,MEATCONSUMP,PIG,KG_CAP,A,2013,11.305264631293
IRN,MEATCONSUMP,SHEEP,KG_CAP,A,2010,4.4675697809378
COL,MEATCONSUMP,SHEEP,KG_CAP,A,2021,0.144138719878165
USA,MEATCONSUMP,SHEEP,THND_TONNE,A,2020,165.149501132664
IDN,MEATCONSUMP,SHEEP,THND_TONNE,A,1996,99.3401039672852
THA,MEATCONSUMP,POULTRY,KG_CAP,A,1997,12.1493162581129
WLD,MEATCONSUMP,BEEF,THND_TONNE,A,1993,44950.7068761149
IDN,MEATCONSUMP,SHEEP,THND_TONNE,A,1999,78.2081001831055
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2026,16.7408281619101
KAZ,MEATCONSUMP,PIG,KG_CAP,A,2027,4.60824664152881
IND,MEATCONSUMP,BEEF,KG_CAP,A,2016,0.468497427674935
ARG,MEATCONSUMP,BEEF,THND_TONNE,A,2006,2474.65994180921
OECD,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.947942280018601
GBR,MEATCONSUMP,BEEF,THND_TONNE,A,1991,0.0001
PER,MEATCONSUMP,SHEEP,KG_CAP,A,2021,1.05379216869267
AUS,MEATCONSUMP,PIG,KG_CAP,A,2001,15.2392812716983
MEX,MEATCONSUMP,SHEEP,KG_CAP,A,2015,0.536240490445425
COL,MEATCONSUMP,POULTRY,THND_TONNE,A,2019,1763.12751026519
ZAF,MEATCONSUMP,PIG,KG_CAP,A,2006,3.27911047240941
AUS,MEATCONSUMP,POULTRY,THND_TONNE,A,2011,1011.6344752
PAK,MEATCONSUMP,PIG,THND_TONNE,A,1998,0.003100000026077
WLD,MEATCONSUMP,PIG,THND_TONNE,A,1994,57731.6965650344
ETH,MEATCONSUMP,BEEF,THND_TONNE,A,1994,229.98610769043
EGY,MEATCONSUMP,POULTRY,KG_CAP,A,2020,12.278403356817
AUS,MEATCONSUMP,POULTRY,KG_CAP,A,2003,31.2912986982974
VNM,MEATCONSUMP,BEEF,KG_CAP,A,2018,9.26957644633372
BRA,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.548378098342556
THA,MEATCONSUMP,SHEEP,KG_CAP,A,2014,0.0424984689636706
NZL,MEATCONSUMP,POULTRY,THND_TONNE,A,2025,227.739429135181
ISR,MEATCONSUMP,SHEEP,THND_TONNE,A,2026,19.040798699555
MYS,MEATCONSUMP,SHEEP,THND_TONNE,A,1990,7.5940998626709
CAN,MEATCONSUMP,BEEF,KG_CAP,A,2007,22.0857172160288
IDN,MEATCONSUMP,POULTRY,KG_CAP,A,2007,5.08499419614851
CAN,MEATCONSUMP,POULTRY,KG_CAP,A,2025,34.5394224631175
IRN,MEATCONSUMP,PIG,KG_CAP,A,2002,9.29345542596e-05
KOR,MEATCONSUMP,SHEEP,THND_TONNE,A,2014,8.78310042120604
BRA,MEATCONSUMP,POULTRY,KG_CAP,A,2022,39.9548961550973
ARG,MEATCONSUMP,POULTRY,THND_TONNE,A,2004,826.1916926064
NGA,MEATCONSUMP,POULTRY,KG_CAP,A,1993,1.4129781760021
EU27,MEATCONSUMP,POULTRY,THND_TONNE,A,2010,9777.79468383142
COL,MEATCONSUMP,SHEEP,KG_CAP,A,2020,0.143730416721074
UKR,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.415969179506593
SAU,MEATCONSUMP,PIG,THND_TONNE,A,1993,0.0001900000013643
OECD,MEATCONSUMP,SHEEP,THND_TONNE,A,2021,2068.70023215961
ISR,MEATCONSUMP,POULTRY,THND_TONNE,A,2004,459.032112939453
NGA,MEATCONSUMP,PIG,THND_TONNE,A,2004,186.443093164063
